MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
328,"LINESTRING (144.965744058067 -37.796489705595, 144.965734547928 -37.796545675733, 144.965716410986 -37.79661870846, 144.965540584233 -37.796598965969)",PL5049,Street_Label_1000,PL5049,20210923
1045,"LINESTRING (144.968921183293 -37.801457834288, 144.969064844044 -37.801474272128)",PL5282,Street_Label_2000,PL5282,20210923
233,"LINESTRING (144.957765808756 -37.805776312084, 144.958187800639 -37.805824236881)",CL1730,Street_Label_1000,CL1730,20210923
54,"LINESTRING (144.929955663076 -37.793681598358, 144.930090130356 -37.793659868076)",PL5381,Street_Label_1000,PL5381,20210923
1198,"LINESTRING (144.9514683094 -37.808926247475, 144.951415445608 -37.808847531171, 144.951206478173 -37.808554641802)",CL1181,Street_Label_2000,CL1181,20210923
1217,"LINESTRING (144.949802918722 -37.798549830614, 144.94996481081 -37.798568488925)",HAINES  PLACE,Street_Label_2000,Haines  Place,20210923
217,"LINESTRING (144.955288974286 -37.799468125072, 144.957215654323 -37.799679456295, 144.957893447197 -37.799757626699, 144.958826224516 -37.799859679449, 144.959902541975 -37.799978791729, 144.961032453144 -37.800101059768, 144.962505442518 -37.800262330167, 144.963803616915 -37.800404296986, 144.964136079643 -37.800439490125, 144.9652828294 -37.800563862314, 144.965617988839 -37.800599299738, 144.966756916878 -37.800722697909, 144.967102473899 -37.800758443113, 144.968240514814 -37.800884686417, 144.968576668925 -37.800920947268, 144.969715684946 -37.801051880205)",GRATTAN  STREET,Street_Label_15000,Grattan  Street,20210923
128,"LINESTRING (144.959939395886 -37.808760776214, 144.959819108932 -37.808487517492)",PL5217,Street_Label_1000,PL5217,20210923
167,"LINESTRING (144.924199805042 -37.793392084726, 144.924102291263 -37.793288481056)",PL5365,Street_Label_1000,PL5365,20210923
639,"LINESTRING (144.967909791985 -37.797338080119, 144.967860856716 -37.797599679688)",HAWKINS  LANE,Street_Label_2000,Hawkins  Lane,20210923
583,"LINESTRING (144.94848210305 -37.801941597527, 144.949627553712 -37.802060161805)",GLASS  STREET,Street_Label_2000,Glass  Street,20210923
92,"LINESTRING (144.947560049657 -37.795026933889, 144.947431044849 -37.794922824681, 144.947479341295 -37.794884351718)",PL5209,Street_Label_1000,PL5209,20210923
1243,"LINESTRING (144.950582000979 -37.821815904126, 144.950285735403 -37.821440557571)",GEORGIANA  STREET,Street_Label_2000,Georgiana  Street,20210923
91,"LINESTRING (144.935303621633 -37.792144725771, 144.934739708858 -37.79208561682)",CL156,Street_Label_2000,CL156,20210923
212,"LINESTRING (144.944394978821 -37.809478752382, 144.945098661179 -37.808917166943, 144.945253410534 -37.808774146633, 144.945511213711 -37.808433268157, 144.94591536486 -37.808059655671, 144.946067759338 -37.807917259122, 144.946850401448 -37.807194956547, 144.947086991352 -37.806987034192, 144.947466342864 -37.80663376034, 144.947792579625 -37.806341371123, 144.948016945751 -37.80613005443, 144.948213824201 -37.805920693319, 144.948403149289 -37.805742611613, 144.948421805723 -37.805725062749, 144.948579177826 -37.805577041464)",HAWKE  STREET,Street_Label_15000,Hawke  Street,20210923
248,"LINESTRING (144.948194079603 -37.803590272118, 144.948742889002 -37.803651393973, 144.948835309357 -37.803102446117)",ATKIN  STREET,Street_Label_2000,Atkin  Street,20210923
620,"LINESTRING (144.966279319816 -37.801917394661, 144.966363934627 -37.801420160258)",CHUMMIE  PLACE,Street_Label_2000,Chummie  Place,20210923
17,"LINESTRING (144.942830295215 -37.813456220768, 144.94266714442 -37.81351838808, 144.942368259575 -37.813807409258)",MARMION  PLACE,Street_Label_2000,Marmion  Place,20210923
852,"LINESTRING (144.980530398515 -37.834302880663, 144.980106935567 -37.834245684511)",CL1435,Street_Label_2000,CL1435,20210923
70,"LINESTRING (144.960905398497 -37.821436147696, 144.960695364905 -37.82154330853, 144.960159656205 -37.821707082956, 144.958450362464 -37.822579233188, 144.958310678613 -37.822680481198, 144.958027646206 -37.82282678713, 144.95789309276 -37.822865026111, 144.956454222796 -37.823589983466)",YARRA  PROMENADE,Street_Label_2000,Yarra  Promenade,20210923
80,"LINESTRING (144.948692191388 -37.802605939652, 144.948925419935 -37.802629828005, 144.948943853719 -37.802519507266)",CL0306,Street_Label_1000,CL0306,20210923
201,"LINESTRING (144.949270943204 -37.804992739818, 144.949600701719 -37.803186955752, 144.949651466466 -37.802916319098, 144.949967357333 -37.801108310095, 144.950015952782 -37.800844586173, 144.950094093219 -37.800393984213, 144.950039216002 -37.800111322267, 144.950212047124 -37.799105381322, 144.950265958675 -37.798807390584, 144.950319869764 -37.798509398894, 144.950422333373 -37.797932275664, 144.950550444747 -37.797832944494, 144.95056242093 -37.797764025486, 144.950653828455 -37.797247857969, 144.950696017505 -37.796835172965, 144.950736628023 -37.796608871501)",ERROL  STREET,Street_Label_15000,Errol  Street,20210923
985,"LINESTRING (144.96772247602 -37.805922652067, 144.968158034872 -37.805964914058, 144.968281188946 -37.805256745118)",ELM TREE  PLACE,Street_Label_2000,Elm Tree  Place,20210923
294,"LINESTRING (144.977394695849 -37.815379752687, 144.977804637285 -37.81291388773, 144.977951437725 -37.812037427526, 144.978102163164 -37.81113803, 144.978149990186 -37.81087221147, 144.978299358215 -37.809972074638, 144.978343633332 -37.809700282352, 144.97849369902 -37.808798149213)",LANSDOWNE  STREET,Street_Label_15000,Lansdowne  Street,20210923
48,"LINESTRING (144.93123058693 -37.790500246486, 144.931202427113 -37.790654210428)",CL143,Street_Label_1000,CL143,20210923
204,"LINESTRING (144.953029186807 -37.804660606443, 144.952736063245 -37.804628984618, 144.95276152896 -37.804489272904)",PL5345,Street_Label_2000,PL5345,20210923
571,"LINESTRING (144.948724842885 -37.804538828172, 144.949178717876 -37.804588436365)",ERROL  PLACE,Street_Label_2000,Errol  Place,20210923
97,"LINESTRING (144.931415074285 -37.794493773996, 144.931692250317 -37.792989970465)",CL159,Street_Label_2000,CL159,20210923
161,"LINESTRING (144.944433416747 -37.821348198547, 144.943804141217 -37.819979208905)",MERCHANT  STREET,Street_Label_2000,Merchant  Street,20210923
420,"LINESTRING (144.975040663847 -37.796000705702, 144.974708805878 -37.795966131587)",CL1098,Street_Label_1000,CL1098,20210923
1105,"LINESTRING (144.961944901407 -37.816216858914, 144.961771508849 -37.815838695522)",BRISCOE  LANE,Street_Label_2000,Briscoe  Lane,20210923
730,"LINESTRING (144.955497477537 -37.814379747504, 144.955859115532 -37.81515745344, 144.955872693648 -37.815186651114)",MERRITTS  PLACE,Street_Label_2000,Merritts  Place,20210923
96,"LINESTRING (144.954469680442 -37.803726656686, 144.954433927194 -37.80392871912, 144.95441979285 -37.804008595347)",PL5169,Street_Label_1000,PL5169,20210923
825,"LINESTRING (144.956095459591 -37.796065832494, 144.956052591961 -37.796428025912)",CL1413,Street_Label_2000,CL1413,20210923
126,"LINESTRING (144.96115044156 -37.828149938165, 144.960200693185 -37.826083789109)",MORAY  STREET,Street_Label_10000,Moray  Street,20210923
537,"LINESTRING (144.967442441663 -37.812624043529, 144.96748379755 -37.812611647076)",PRIV,Street_Label_1000,Priv,20210923
89,"LINESTRING (144.948104810604 -37.802106116686, 144.945844103544 -37.801851801156)",PROVOST  STREET,Street_Label_10000,Provost  Street,20210923
329,"LINESTRING (144.965472462871 -37.796588702543, 144.965382958594 -37.796578330094, 144.965281702876 -37.796558047046)",CL0553,Street_Label_1000,CL0553,20210923
783,"LINESTRING (144.974694448666 -37.793950938958, 144.974944260016 -37.79398132121, 144.974937475881 -37.794020408598)",PAGAN  LANE,Street_Label_2000,Pagan  Lane,20210923
497,"LINESTRING (144.955579918645 -37.795988938697, 144.956076664013 -37.796045694803, 144.956120666445 -37.796050602102, 144.956620021839 -37.796107792332)",CL1413,Street_Label_2000,CL1413,20210923
996,"LINESTRING (144.971242464202 -37.81527229972, 144.9714216552 -37.815654628344, 144.971294592906 -37.815691372747, 144.97130702231 -37.815717569626, 144.971131996612 -37.815769840218)",DUCKBOARD  PLACE,Street_Label_2000,Duckboard  Place,20210923
314,"LINESTRING (144.931641531722 -37.820818720547, 144.932829468043 -37.817748487007, 144.932992285535 -37.817287681163, 144.933399207353 -37.816202018685, 144.93370189136 -37.815315367579, 144.933909621322 -37.814510999824, 144.933970360651 -37.813756519618, 144.934075795784 -37.812387232945, 144.934118050384 -37.811821312832, 144.934080345447 -37.811274977181, 144.933888281179 -37.810568525357, 144.933760609525 -37.809926167143, 144.933667360129 -37.809473299429, 144.93351674498 -37.808704612949, 144.93338816784 -37.80809754267, 144.933334313955 -37.807655860176, 144.933332497472 -37.807246572505, 144.933343323112 -37.806858494097, 144.933405890279 -37.806513298562, 144.933521662651 -37.806158542522, 144.933651246577 -37.805783042188, 144.933806993801 -37.805418494008, 144.934056503845 -37.805013615789, 144.934345402234 -37.804619922091, 144.935586285327 -37.802892735158, 144.936207526696 -37.801969680578, 144.936392334677 -37.801511193917, 144.9365203502 -37.800715910953, 144.936537873908 -37.800086592123, 144.936556540071 -37.798945830089, 144.936461150742 -37.798094163045, 144.936204412014 -37.797334113204, 144.9360652549 -37.796628592635, 144.936011385624 -37.796186910258, 144.935972494718 -37.795682528898, 144.936027064115 -37.795148302984, 144.936045990276 -37.794946709753, 144.936073100024 -37.794745705772, 144.936108365084 -37.794545500175, 144.936305688934 -37.793448027205, 144.936606979852 -37.791798222908, 144.936740656141 -37.791217611983, 144.936935204739 -37.79064793982, 144.937189254243 -37.790093218121, 144.937385033188 -37.789750871105, 144.937597535855 -37.789414863515, 144.937826436769 -37.789085709642, 144.938630253847 -37.787949597337, 144.938976284923 -37.787405712287, 144.939259251353 -37.786839325662, 144.939476859342 -37.786255031616, 144.939619045361 -37.78571141213, 144.93969236155 -37.785158484995, 144.939710683166 -37.784602338804, 144.939681468856 -37.784045907644)",WESTERN  LINK  ROAD,Street_Label_15000,Western  Link  Road,20210923
298,"LINESTRING (144.989984634885 -37.814046759698, 144.990113656236 -37.814060738673)",CL1756,Street_Label_1000,CL1756,20210923
1299,"LINESTRING (144.961000972904 -37.810567822903, 144.961111781006 -37.810808476661, 144.960754755143 -37.810911712224)",ST  BISHOY  LANE,Street_Label_2000,St  Bishoy  Lane,20210923
661,"LINESTRING (144.952105173646 -37.800912234595, 144.952112455979 -37.800915319797, 144.952347910811 -37.801009660639)",PL5166,Street_Label_2000,PL5166,20210923
267,"LINESTRING (144.984558691635 -37.843663902482, 144.985297899759 -37.84376174772)",SPRING  GARDENS  STREET,Street_Label_15000,Spring  Gardens  Street,20210923
166,"LINESTRING (144.956040705297 -37.820938073118, 144.956115360538 -37.821103048419, 144.956088830957 -37.821110602923, 144.956145896819 -37.821236708024, 144.956183588114 -37.821531014321)",NORVAL  PLACE,Street_Label_2000,Norval  Place,20210923
695,"LINESTRING (144.969036186674 -37.799577065723, 144.969006939912 -37.799738795102, 144.96968783014 -37.799816647414, 144.969716863799 -37.799651573507)",UNIVERSITY  PLACE,Street_Label_2000,University  Place,20210923
799,"LINESTRING (144.964164440164 -37.804533486597, 144.964230221426 -37.804147499682, 144.964398052826 -37.804165207322, 144.964360580868 -37.804385088474)",LITTLE QUEENSBERRY  STREET,Street_Label_2000,Little Queensberry  Street,20210923
1181,"LINESTRING (144.958396854304 -37.817269361705, 144.958199681929 -37.816842026504)",HENTY  LANE,Street_Label_2000,Henty  Lane,20210923
7,"LINESTRING (144.910776202107 -37.841422731328, 144.911756802866 -37.840966934479, 144.911896513123 -37.840888809404, 144.912021698022 -37.840796316871, 144.912135693912 -37.840695124556, 144.912237560358 -37.840586067268, 144.912326456989 -37.840470044701, 144.912401650431 -37.840348014009, 144.912458282062 -37.840219851725, 144.912549614649 -37.839997561506, 144.912600705635 -37.839871321804, 144.912633005058 -37.839741007034, 144.912650605112 -37.839608839037, 144.912653367458 -37.83947585667, 144.912641270384 -37.839343105189, 144.912614408974 -37.839211628037, 144.912577329192 -37.839081446189, 144.912030823583 -37.837645112079, 144.912577329192 -37.839081446189, 144.912614408974 -37.839211628037, 144.912641270384 -37.839343105189, 144.912653367458 -37.83947585667, 144.912650605112 -37.839608839037, 144.912633005058 -37.839741007034, 144.912600705635 -37.839871321804, 144.912549614649 -37.839997561506, 144.912458282062 -37.840219851725, 144.91240668751 -37.840338706918, 144.912338549657 -37.84045221353, 144.912258588305 -37.840560699635, 144.912167368515 -37.8406633986, 144.912065534904 -37.840759584685, 144.911953807097 -37.840848578177, 144.911828207991 -37.840924900165, 144.910772555608 -37.841419588232)",EMPRESS  ROAD,Street_Label_10000,Empress  Road,20210923
363,"LINESTRING (144.959733302961 -37.827864110162, 144.960003980755 -37.827785232942)",PL5303,Street_Label_2000,PL5303,20210923
168,"LINESTRING (144.953609996261 -37.819880382626, 144.953610887174 -37.819620589717, 144.954157752824 -37.819467831382)",COMMISSIONERS  LANE,Street_Label_2000,Commissioners  Lane,20210923
926,"LINESTRING (144.967282797143 -37.807972713361, 144.967564313104 -37.807891905829, 144.967752318871 -37.808302759441)",CL1266,Street_Label_2000,CL1266,20210923
1244,"LINESTRING (144.951259716911 -37.82172368446, 144.950606680179 -37.821897200463, 144.950008509334 -37.82209956571)",McCRAE  STREET,Street_Label_2000,McCrae  Street,20210923
6,"LINESTRING (144.976221297278 -37.819808763917, 144.976171795444 -37.819547116091, 144.976095982507 -37.819289432755, 144.975991305852 -37.819038023744, 144.975858615106 -37.818794929662, 144.975710365505 -37.818556719866, 144.975419887676 -37.818298484882, 144.975286907336 -37.818207895519, 144.97505797118 -37.818048833547, 144.974825538033 -37.817907610167, 144.973845137588 -37.817400459098, 144.973607902967 -37.817269890049, 144.973341495192 -37.817105407264, 144.973191496883 -37.816995664624, 144.97303716501 -37.816860555666, 144.972846596819 -37.816674704608, 144.972658870779 -37.816439979093, 144.972531176237 -37.816255591268, 144.972454389958 -37.816134642339)",BATMAN  AVENUE,Street_Label_15000,Batman  Avenue,20210923
211,"LINESTRING (144.960378370553 -37.802827169455, 144.960146415187 -37.80280042673, 144.960107877327 -37.802572283177)",CL1568,Street_Label_2000,CL1568,20210923
229,"LINESTRING (144.953416425914 -37.817055430958, 144.955571541289 -37.816429953088, 144.955888667551 -37.816341518739, 144.958043028153 -37.815725861511, 144.958370663784 -37.815636493298, 144.960525144556 -37.815014870524, 144.96084707209 -37.814923256171, 144.962998875246 -37.814302338706, 144.963309050572 -37.814199746074, 144.965472733616 -37.81357856203, 144.965795645541 -37.813477953635, 144.967938500618 -37.812853588236, 144.968259710075 -37.81275882559, 144.970405577294 -37.812124676284, 144.970725802203 -37.812030007003, 144.972880510324 -37.811404211024)",BOURKE  STREET,Street_Label_15000,Bourke  Street,20210923
177,"LINESTRING (144.927575237424 -37.79965317641, 144.929162811822 -37.798730281505, 144.929183369628 -37.798717018262, 144.929206028875 -37.798706069058, 144.929229837733 -37.798696764749, 144.929254608888 -37.798689178534, 144.92928014746 -37.798683370095, 144.92930625253 -37.79867938513, 144.929332718721 -37.798677254989, 144.929359337817 -37.798676996431, 144.929385900398 -37.798678611489, 144.929412197488 -37.798682087458, 144.929438200636 -37.798686923717, 144.931634088761 -37.799149617355, 144.931657397028 -37.799155581683, 144.931680156728 -37.79916272321, 144.931702084657 -37.799171370416, 144.931723021927 -37.799181460644, 144.931742816829 -37.799192920781, 144.93176132593 -37.799205667787, 144.931778415115 -37.799219609299, 144.931793960557 -37.799234644299, 144.931808756715 -37.799250215478, 144.931854163302 -37.799301976981, 144.931864487865 -37.799313218182, 144.931874239075 -37.799324722947, 144.931882724874 -37.799336838177, 144.931889883376 -37.799349475511, 144.931895662371 -37.799362542783, 144.931900019711 -37.799375944689, 144.931902923617 -37.799389583487, 144.931904352911 -37.799403359706, 144.931904297168 -37.799417172871, 144.931902756795 -37.799430922241, 144.931899743025 -37.799444507538, 144.931894843426 -37.799457719362, 144.931781175764 -37.799797391263)",MCCLURE  ROAD,Street_Label_2000,McClure  Road,20210923
452,"LINESTRING (144.973214110037 -37.794815311435, 144.972952611795 -37.794788549842)",CL1170,Street_Label_1000,CL1170,20210923
175,"LINESTRING (144.932852905907 -37.800516048539, 144.932134197551 -37.799993700515, 144.932064271581 -37.799953692835, 144.931992138286 -37.799916619564, 144.931916028659 -37.799885004149, 144.931837327163 -37.799857478175, 144.929411825665 -37.799345696934, 144.929396131665 -37.799341878122, 144.929380210476 -37.799338822379, 144.929364021221 -37.799336902703, 144.92934769269 -37.799336134367, 144.929331354784 -37.799336523484, 144.929315137478 -37.799338066957, 144.929299169787 -37.799340752509, 144.92928357874 -37.799344558773, 144.929268488371 -37.79934945547, 144.929254018729 -37.799355403645, 144.929240284927 -37.799362355977, 144.929227396222 -37.799370257158, 144.929215455149 -37.799379044331, 144.929204556704 -37.79938864759, 144.929194787589 -37.799398990537, 144.929186225522 -37.79940999089, 144.929178938616 -37.799421561137, 144.929172984842 -37.799433609232, 144.929168411565 -37.799446039327, 144.929165454534 -37.799458777695, 144.929048805565 -37.799807315994, 144.929042428744 -37.799820271976, 144.929034198672 -37.799832555461, 144.92902468319 -37.799844233678, 144.929013950525 -37.799855222891, 144.929002077633 -37.799865444305, 144.928989149644 -37.79987482463, 144.928975259255 -37.799883296607, 144.928960506064 -37.799890799491, 144.928944995853 -37.799897279484, 144.928928839835 -37.799902690124, 144.928912153851 -37.799906992614, 144.928895057543 -37.799910156105, 144.928877673496 -37.799912157914, 144.928860126358 -37.799912983689, 144.928842541944 -37.799912627507, 144.928825017235 -37.799911250631, 144.927656320928 -37.799734805004, 144.927387346086 -37.79964157796)",BAKEHOUSE  ROAD,Street_Label_2000,Bakehouse  Road,20210923
1202,"LINESTRING (144.961157570768 -37.81769505094, 144.961064564667 -37.81749344624)",PRIVATE,Street_Label_2000,Private,20210923
23,"LINESTRING (144.941637728501 -37.789353416211, 144.938198693849 -37.788979864096, 144.932170970375 -37.788335039046, 144.931717995217 -37.788397989407, 144.929441788218 -37.788153111613, 144.922462985734 -37.787402040138, 144.92131156917 -37.787457801415)",RACECOURSE  ROAD,Street_Label_15000,Racecourse  Road,20210923
746,"LINESTRING (144.972056180104 -37.815700817872, 144.971651506599 -37.815820870189, 144.971373714693 -37.815232421133)",MALTHOUSE  LANE,Street_Label_2000,Malthouse  Lane,20210923
289,"LINESTRING (144.943770927878 -37.796650459327, 144.943609755013 -37.796580483171, 144.943550570414 -37.796552232387)",PL5327,Street_Label_1000,PL5327,20210923
393,"LINESTRING (144.97129100311 -37.798608901318, 144.9712605377 -37.79878070806)",PL5028,Street_Label_1000,PL5028,20210923
1132,"LINESTRING (144.960215023371 -37.81302336014, 144.96034917908 -37.813313085179)",CROWN  PLACE,Street_Label_2000,Crown  Place,20210923
186,"LINESTRING (144.947244435381 -37.796790993951, 144.94736365312 -37.796694864513)",PL5338,Street_Label_1000,PL5338,20210923
42,"LINESTRING (144.933699614618 -37.793892934137, 144.933322341598 -37.793853031888)",PL5374,Street_Label_1000,PL5374,20210923
672,"LINESTRING (144.929201595027 -37.79797971942, 144.931072280356 -37.796883101934)",YOUNGHUSBAND  LANE,Street_Label_2000,Younghusband  Lane,20210923
437,"LINESTRING (144.920678679947 -37.794660538285, 144.920856746161 -37.794855439932)",MATTHEWS  MEWS,Street_Label_2000,Matthews  Mews,20210923
614,"LINESTRING (144.963394108285 -37.806568116378, 144.963453725562 -37.806205754167)",CARDIGAN  TERRACE,Street_Label_2000,Cardigan  Terrace,20210923
200,"LINESTRING (144.951830040241 -37.797483432268, 144.950960703897 -37.798161885451, 144.950986038751 -37.798182199003, 144.950612178639 -37.798473965693)",MURPHY  STREET,Street_Label_15000,Murphy  Street,20210923
404,"LINESTRING (144.972465667333 -37.795260422375, 144.972428856435 -37.795464021164)",CL1171,Street_Label_1000,CL1171,20210923
1015,"LINESTRING (144.962096310202 -37.803587549493, 144.96230165038 -37.803609712183, 144.962300826608 -37.803614806702, 144.962676092966 -37.803656221228, 144.962671221355 -37.803633829206, 144.962705207799 -37.803437208983, 144.962735166109 -37.803273504847)",CUMBERLAND  PLACE,Street_Label_2000,Cumberland  Place,20210923
1144,"LINESTRING (144.955378357283 -37.81311296948, 144.955005844619 -37.812304754009)",PARK  STREET,Street_Label_2000,Park  Street,20210923
347,"LINESTRING (144.961265189113 -37.809718718177, 144.963403136167 -37.809095930838)",LITTLE LA TROBE  STREET,Street_Label_2000,Little La Trobe  Street,20210923
181,"LINESTRING (144.949520192159 -37.819458788271, 144.948708348188 -37.819693652999)",FISHPLATE  LANE,Street_Label_2000,Fishplate  Lane,20210923
152,"LINESTRING (144.928078275741 -37.788483061893, 144.927438641616 -37.788414886519)",McIVER  PLACE,Street_Label_2000,McIver  Place,20210923
670,"LINESTRING (144.923319120636 -37.791248384785, 144.922643590261 -37.79167684994, 144.922903041057 -37.791960219384, 144.922878242271 -37.791974517987, 144.923008481857 -37.792116763562, 144.923033280667 -37.792102464932, 144.92331090042 -37.792405674231)",WOODRUFF  STREET,Street_Label_2000,Woodruff  Street,20210923
82,"LINESTRING (144.965376423468 -37.825560835035, 144.965998204559 -37.823504297841)",MOORE  STREET,Street_Label_15000,Moore  Street,20210923
950,"LINESTRING (144.922291237668 -37.792651709694, 144.922018171831 -37.792809155243, 144.921831714843 -37.792605507359, 144.921544502786 -37.79277110741)",CRICHTON  LANE,Street_Label_2000,Crichton  Lane,20210923
1271,"LINESTRING (144.950063268179 -37.810621281928, 144.949816447789 -37.810704585215, 144.949668484099 -37.810408880287)",MIDDLETON  PLACE,Street_Label_2000,Middleton  Place,20210923
1226,"LINESTRING (144.948941595379 -37.806314857179, 144.948917847431 -37.806296719228, 144.948888701115 -37.806267984048)",PRIV,Street_Label_2000,Priv,20210923
759,"LINESTRING (144.959923109444 -37.811894624327, 144.960132466772 -37.812351111965, 144.960197701711 -37.812495341547, 144.959794313226 -37.812612344711)",FINLAY  ALLEY,Street_Label_2000,Finlay  Alley,20210923
884,"LINESTRING (144.977415085308 -37.835543836369, 144.976683241047 -37.835452358366)",CL1179,Street_Label_2000,CL1179,20210923
279,"LINESTRING (144.923605403563 -37.79239063118, 144.924249135071 -37.79307055142)",BELMONT  ROAD,Street_Label_2000,Belmont  Road,20210923
125,"LINESTRING (144.924595402023 -37.790298310445, 144.924835325881 -37.790154267236, 144.924982131308 -37.790099106697, 144.92557918587 -37.789739853311)",EXPORT  LANE,Street_Label_2000,Export  Lane,20210923
1210,"LINESTRING (144.968432359961 -37.799732926044, 144.96810667446 -37.799699368763, 144.968095241036 -37.799761743915)",POST  OFFICE  PLACE,Street_Label_2000,Post  Office  Place,20210923
155,"LINESTRING (144.927467077968 -37.788081957869, 144.92742405194 -37.788336012231, 144.927292873363 -37.788411943616, 144.927049681227 -37.788555271207, 144.926943478192 -37.788615074605, 144.926409706206 -37.78892121853)",CALWELL  STREET,Street_Label_2000,Calwell  Street,20210923
970,"LINESTRING (144.950304501055 -37.804555377976, 144.950261867336 -37.804801738148)",VICTORIA  COURT,Street_Label_2000,Victoria  Court,20210923
85,"LINESTRING (144.94044390118 -37.823819193926, 144.940051813352 -37.825224394104)",HARTLEY  STREET,Street_Label_15000,Hartley  Street,20210923
428,"LINESTRING (144.973015342307 -37.799607164798, 144.973061065987 -37.79961158986)",CL1090,Street_Label_1000,CL1090,20210923
76,"LINESTRING (144.952405461569 -37.79925467623, 144.952150961915 -37.799052425539, 144.952026952917 -37.799150637521)",CL1646,Street_Label_1000,CL1646,20210923
342,"LINESTRING (144.987489619252 -37.831319425155, 144.987154615654 -37.832955530408)",VINEBANK  LANE,Street_Label_2000,Vinebank  Lane,20210923
774,"LINESTRING (144.970485532954 -37.800034731789, 144.970532956937 -37.799756049381, 144.970550666169 -37.799633109356, 144.97055129551 -37.799597170376, 144.970585423775 -37.799389997136)",RATHDOWNE  PLACE,Street_Label_2000,Rathdowne  Place,20210923
378,"LINESTRING (144.98786765326 -37.815222059298, 144.987417462387 -37.815172430804)",CL1460,Street_Label_2000,CL1460,20210923
82,"LINESTRING (144.943364335835 -37.792442943478, 144.943290568609 -37.792865307955, 144.943310054739 -37.792884059281, 144.943426017512 -37.792897760905)",PL5293,Street_Label_1000,PL5293,20210923
89,"LINESTRING (144.988148422496 -37.816881686581, 144.988797072077 -37.817123170467, 144.98912321701 -37.817231235543, 144.989333209119 -37.817303720363, 144.989390823432 -37.817324449022, 144.989539540114 -37.817377845529, 144.989739557737 -37.817451548038)",WELLINGTON  PARADE,Street_Label_15000,Wellington  Parade,20210923
469,"LINESTRING (144.973077515791 -37.813186007619, 144.972967731782 -37.813216515087)",PRIV,Street_Label_1000,Priv,20210923
104,"LINESTRING (144.972795304142 -37.832885758076, 144.984710929344 -37.834432131992, 144.987180148531 -37.834724677295)",DOMAIN  ROAD,Street_Label_15000,Domain  Road,20210923
292,"LINESTRING (144.927123928265 -37.795735423142, 144.927563009654 -37.795481406044)",CL0179,Street_Label_2000,CL0179,20210923
873,"LINESTRING (144.979735453668 -37.835900346775, 144.97964844241 -37.836327569641)",CL1754,Street_Label_2000,CL1754,20210923
273,"LINESTRING (144.987760314965 -37.830928220967, 144.98454066445 -37.830526445041)",CLOWES  STREET,Street_Label_15000,Clowes  Street,20210923
1030,"LINESTRING (144.968813990706 -37.799525397129, 144.969950098892 -37.79964977362)",UNIVERSITY  STREET,Street_Label_2000,University  Street,20210923
894,"LINESTRING (144.952754689946 -37.80651882391, 144.95277513329 -37.806401010899, 144.952224637422 -37.806340946174)",PL5124,Street_Label_2000,PL5124,20210923
859,"LINESTRING (144.980544658085 -37.837141794326, 144.980167400181 -37.837093058021)",PL5360,Street_Label_2000,PL5360,20210923
968,"LINESTRING (144.965861376586 -37.800764467105, 144.965798526445 -37.801129302976, 144.965812080686 -37.80113078434, 144.965792051402 -37.801248567466, 144.965799791806 -37.801249385167, 144.965694253849 -37.801851471108)",GRATTAN  PLACE,Street_Label_2000,Grattan  Place,20210923
241,"LINESTRING (144.953996518383 -37.81911541301, 144.951734860299 -37.819770442948)",COLLINS  STREET,Street_Label_15000,Collins  Street,20210923
7,"LINESTRING (144.95752722816 -37.819369073207, 144.957552287712 -37.819422730368)",STUBBS  LANE,Street_Label_1000,Stubbs  Lane,20210923
470,"LINESTRING (144.970523949583 -37.815828112283, 144.970416645023 -37.815860069477)",CL1670,Street_Label_1000,CL1670,20210923
584,"LINESTRING (144.949424197066 -37.801602561782, 144.949391160049 -37.801782880374)",DE LE MORE  PLACE,Street_Label_2000,De Le More  Place,20210923
295,"LINESTRING (144.926040156376 -37.793093497908, 144.925793713951 -37.792837010251)",CL0534,Street_Label_2000,CL0534,20210923
88,"LINESTRING (144.934582402416 -37.789764254919, 144.935730252977 -37.789885788923)",PL5387,Street_Label_2000,PL5387,20210923
22,"LINESTRING (144.97258652647 -37.800478333546, 144.974240016741 -37.800656983619)",OWEN  STREET,Street_Label_10000,Owen  Street,20210923
729,"LINESTRING (144.955688757662 -37.81533827056, 144.955701671286 -37.815366312224, 144.955867195891 -37.815725733868, 144.955639675587 -37.815791305787)",BOURKE  PLACE,Street_Label_2000,Bourke  Place,20210923
1069,"LINESTRING (144.974372680405 -37.794455852333, 144.974031496959 -37.79441795194)",CL1561,Street_Label_2000,CL1561,20210923
1253,"LINESTRING (144.957559715788 -37.815718098904, 144.95719571379 -37.814908831209)",GOLDSBROUGH LANE,Street_Label_2000,Goldsbrough Lane,20210923
129,"LINESTRING (144.939075451427 -37.789212372496, 144.938997274321 -37.789631202859, 144.939020841543 -37.789633624903, 144.939368802903 -37.789672118985)",PLESSEY  LANE,Street_Label_2000,Plessey  Lane,20210923
653,"LINESTRING (144.940995227719 -37.783879540434, 144.940471712121 -37.784143691515, 144.940453857494 -37.784152701069, 144.940229015077 -37.784266148266)",PL5031,Street_Label_2000,PL5031,20210923
